SK_ID_CURR,EXT_SOURCE_3,AMT_GOODS_PRICE,EXT_SOURCE_2,AMT_ANNUITY,EXT_SOURCE_1,DEF_60_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,AMT_CREDIT,FLAG_DOCUMENT_13,DAYS_EMPLOYED
158642,7,10,7,10,5,1,1,10,0,7
158651,9,3,10,6,5,1,1,3,0,5
158653,5,6,10,7,6,1,1,6,0,4
158677,9,2,7,2,3,1,1,4,0,3
158683,9,6,9,4,3,1,1,5,0,7
158687,7,2,1,1,3,1,1,3,0,1
158693,2,10,9,8,3,1,1,10,0,1
158700,8,5,5,6,3,1,1,5,0,7
158703,3,4,8,7,3,1,1,4,0,8
158705,1,2,6,2,3,1,1,2,0,3
158706,10,3,7,3,3,1,1,4,0,7
158708,9,4,10,3,3,1,1,5,0,9
158712,8,1,1,1,3,1,1,1,0,5
158714,2,2,4,4,1,1,1,2,0,8
158715,5,4,3,7,5,1,1,4,0,8
158752,4,10,8,10,5,1,1,10,0,3
158753,9,5,3,3,3,1,1,6,0,5
158763,8,7,6,8,3,1,1,7,0,5
158764,8,7,4,4,3,1,1,6,0,3
158767,4,1,1,1,3,1,1,1,0,8
158770,10,4,6,2,3,1,1,3,0,2
158781,9,7,7,5,3,1,1,8,0,1
158789,2,8,7,10,3,1,1,8,0,4
158790,7,5,9,8,5,1,1,5,0,3
158791,1,5,4,7,3,1,1,5,0,8
158795,5,2,2,4,1,1,1,2,0,10
158796,9,10,2,10,4,1,1,10,0,3
158800,4,4,5,1,3,1,1,3,0,3
158806,7,2,8,5,3,1,1,2,0,4
158807,3,4,1,4,3,1,1,4,0,3
158815,2,1,2,1,3,1,1,1,0,1
158824,5,8,10,10,2,1,1,8,0,8
158828,4,6,5,7,1,1,2,8,0,7
158831,4,6,1,6,3,1,1,8,0,10
158840,8,8,2,5,3,1,1,8,0,5
158841,9,5,8,7,3,1,1,5,0,9
158847,8,5,2,5,4,1,1,5,0,4
158856,4,7,3,5,3,1,1,8,0,5
158858,5,4,1,4,4,1,1,4,0,2
158884,5,2,7,3,3,1,1,2,0,3
158885,4,8,6,7,3,1,1,7,0,1
158891,3,2,3,3,3,1,1,4,0,9
158898,7,7,6,4,3,1,1,7,0,5
158911,10,3,4,5,3,1,1,3,0,5
158913,10,1,5,1,3,1,1,1,0,1
158918,2,2,4,5,4,1,1,2,0,8
158926,8,7,1,4,3,1,1,7,0,5
158929,7,3,3,5,3,1,1,4,0,5
158939,1,8,5,5,3,1,1,8,0,2
158940,2,7,3,6,4,1,1,8,0,9
158952,8,9,7,8,3,1,1,9,0,3
158963,2,9,6,9,6,1,1,9,0,3
158973,9,1,5,1,3,1,1,1,0,7
158977,2,4,3,5,5,1,1,4,0,10
158988,5,4,5,4,3,1,1,4,0,4
159013,3,8,1,8,3,1,1,8,0,9
159016,5,5,3,6,3,1,1,5,0,3
159018,10,2,10,1,3,1,1,2,0,5
159024,5,7,2,7,1,1,1,8,0,7
159034,5,6,4,9,2,1,1,5,0,7
159035,2,7,3,5,4,1,1,7,0,8
159039,3,6,4,8,3,1,1,7,0,4
159049,2,6,3,6,5,1,1,7,0,3
159056,5,5,4,4,1,1,1,5,0,10
159068,4,9,5,9,3,1,1,9,0,7
159078,7,2,3,3,3,1,1,2,0,7
159099,5,1,2,2,2,1,1,1,0,6
159103,3,4,6,7,3,1,1,4,0,8
159106,3,6,2,6,1,1,1,5,0,10
159113,5,1,9,1,2,1,1,1,0,4
159117,2,10,3,10,4,1,1,10,0,9
159124,5,6,2,9,3,1,1,7,0,9
159132,7,4,1,2,1,1,1,4,0,1
159139,8,9,8,10,2,1,1,9,0,10
159142,7,9,3,9,1,1,1,9,0,2
159145,5,2,6,2,3,1,1,2,0,4
159147,5,6,10,6,3,1,1,7,0,5
159174,10,10,10,10,3,1,1,10,0,7
159201,2,2,3,5,3,1,1,4,0,2
159203,10,1,2,1,3,1,1,1,0,5
159212,1,5,3,3,3,1,1,5,0,1
159214,8,2,1,2,3,1,1,4,0,5
159221,2,6,3,10,3,1,1,5,0,10
159240,9,2,6,3,3,1,1,4,0,1
159241,10,2,7,5,2,1,1,4,0,2
159242,3,7,7,9,3,1,1,7,0,7
159244,2,8,5,10,3,1,1,8,0,5
159250,7,8,1,6,5,1,1,8,0,4
159275,3,1,6,1,1,1,1,1,0,10
159284,10,5,2,4,3,1,1,5,0,5
159293,4,1,4,2,3,1,1,1,0,5
159295,3,10,9,10,6,1,1,10,0,3
159301,9,2,2,3,3,1,1,2,0,5
159310,8,5,8,3,3,1,1,5,0,8
159314,5,5,9,3,3,1,1,5,0,1
159318,10,1,4,1,3,1,1,1,0,5
159333,10,7,6,8,5,1,1,7,0,9
159334,9,2,3,1,3,1,1,2,0,7
159335,5,5,6,4,3,1,1,5,0,5
159337,4,5,1,6,3,1,1,5,0,4
159338,9,2,2,6,2,1,1,3,0,8
159340,4,5,3,3,1,1,1,5,0,9
159361,7,2,10,1,3,1,1,2,0,5
159384,5,9,1,8,3,1,1,10,0,4
159402,9,9,1,8,3,1,1,10,0,7
159421,7,4,6,3,5,1,1,4,0,2
159424,1,6,7,8,5,1,1,6,0,5
159425,10,10,8,10,6,1,1,10,0,3
159426,4,2,5,1,3,1,1,2,0,7
159439,2,5,3,7,4,1,1,5,0,7
159445,10,5,8,7,2,1,1,5,0,10
159449,9,8,9,6,5,1,1,9,0,3
159460,5,4,1,6,3,1,1,4,0,10
159475,7,6,3,3,5,1,1,5,0,9
159481,5,4,5,3,3,1,1,3,0,3
159483,10,6,5,7,4,1,1,5,0,4
159494,9,1,6,1,3,1,1,1,0,9
159504,10,10,7,10,3,1,1,10,0,2
159512,5,9,2,10,2,1,1,9,0,9
159522,3,7,3,7,3,1,1,7,0,10
159524,5,4,4,5,3,1,2,3,0,8
159526,10,9,4,9,5,1,1,9,0,4
159528,8,8,3,4,5,1,1,8,0,7
159547,8,6,3,9,1,1,1,7,0,10
159555,4,2,8,3,6,1,1,2,0,5
159562,2,8,9,6,5,1,1,8,0,10
159563,10,1,8,2,3,1,1,1,0,5
159565,5,8,3,10,3,1,1,8,0,7
159569,5,5,5,5,3,1,1,5,0,5
159578,8,2,7,3,3,1,1,4,0,5
159579,1,4,6,4,4,1,1,3,0,9
159581,10,1,4,1,3,1,1,1,0,5
159594,7,4,6,2,1,1,1,3,0,8
159598,7,10,8,9,3,1,1,10,0,2
159604,5,9,8,9,3,1,1,9,0,7
159605,5,9,8,10,3,1,1,9,0,9
159620,7,7,1,4,3,1,1,7,0,2
159631,4,8,5,10,3,1,1,9,0,2
159633,7,1,8,1,4,1,1,1,0,3
159659,9,4,2,6,3,1,1,4,0,7
159661,1,2,2,4,3,1,1,4,0,10
159667,9,7,2,8,5,1,1,6,0,1
159669,7,10,7,9,3,1,1,10,0,5
159682,3,4,3,2,3,1,1,4,0,1
159683,3,1,2,1,4,1,1,1,0,9
159693,7,2,7,4,3,1,1,2,0,1
159698,9,8,8,8,5,1,1,8,0,3
159702,2,3,1,5,2,1,1,4,0,2
159703,7,2,6,1,2,1,1,2,0,8
159707,7,7,7,5,5,1,1,7,0,1
159716,8,1,5,2,1,1,1,1,0,8
159732,5,1,8,1,3,1,1,1,0,5
159734,10,2,3,4,4,1,1,3,0,7
159740,3,2,2,4,3,1,1,3,0,5
159748,5,2,5,3,3,1,1,2,0,3
159751,5,2,8,2,3,1,1,3,0,4
159756,8,9,4,8,2,1,1,8,0,8
159758,5,6,1,9,3,1,1,7,0,10
159767,2,2,2,5,1,1,1,2,0,8
159769,4,5,1,8,1,1,1,5,0,10
159775,1,3,4,3,2,1,1,4,0,1
159802,4,9,9,8,3,1,1,10,0,8
159804,5,2,5,2,3,1,1,4,0,2
159817,2,9,9,10,5,1,1,9,0,10
159818,10,7,10,9,3,1,1,7,0,5
159824,5,3,3,6,3,1,1,3,0,5
159837,10,2,9,5,3,1,1,3,0,5
159840,4,2,10,3,3,1,1,2,0,8
159842,5,1,1,1,2,1,1,1,0,10
159851,8,1,5,2,5,1,1,1,0,5
159865,1,8,2,8,5,1,1,8,0,3
159866,2,3,7,7,3,1,1,3,0,4
159872,7,4,6,3,4,1,2,4,0,8
159874,4,9,10,10,2,1,1,9,0,7
159879,8,4,3,2,3,1,1,3,0,5
159883,3,2,9,2,6,1,1,2,0,5
159884,10,8,3,7,3,1,1,9,0,5
159898,3,4,1,2,3,1,1,3,0,7
159903,5,5,5,4,3,1,1,5,0,9
159906,1,10,3,9,5,1,1,10,0,2
159914,9,5,3,4,1,1,1,5,0,8
159915,4,2,8,5,3,1,1,4,0,7
159917,8,9,9,10,3,1,1,10,0,7
159929,5,9,4,10,2,1,1,8,0,9
159949,4,8,5,8,3,1,1,9,0,10
159951,2,3,2,4,3,1,1,4,0,5
159953,2,4,4,4,5,1,1,5,0,1
159957,5,5,1,4,3,1,1,5,0,5
159968,3,8,8,7,4,1,1,9,0,2
159972,3,2,3,5,4,1,1,3,0,7
159973,4,7,7,8,3,1,1,6,0,5
159993,8,9,3,9,2,1,1,10,0,9
160008,1,7,3,5,4,1,1,6,0,8
160011,3,1,3,1,3,1,1,1,0,5
160013,2,8,8,6,3,1,1,8,0,3
160015,9,10,4,8,3,1,1,10,0,5
160017,7,8,10,3,6,1,1,7,0,4
160023,5,4,2,3,2,1,1,4,0,9
160028,5,5,5,5,3,1,1,5,0,8
160035,2,6,5,4,3,1,1,5,0,8
160074,5,6,4,9,4,1,1,6,0,7
160076,4,1,1,1,3,1,1,1,0,5
160077,3,2,3,1,2,1,1,2,0,3
160080,10,2,1,5,3,1,1,2,0,4
160084,3,8,4,10,2,1,2,9,0,8
160089,1,2,1,3,1,1,1,3,0,10
160094,8,7,4,9,3,1,1,6,0,5
160101,3,8,10,7,6,1,1,8,0,1
160103,5,6,7,4,4,1,1,5,0,9
160111,3,2,6,4,3,1,1,2,0,2
160114,7,7,4,7,5,1,1,7,0,5
160116,8,10,2,6,6,1,2,9,0,3
160119,5,5,5,5,3,1,1,5,0,10
160123,10,4,9,2,3,1,1,3,0,10
160141,8,3,6,3,3,1,1,4,0,5
160147,9,8,3,5,6,1,1,8,0,2
160151,9,3,6,4,4,1,1,3,0,3
160172,1,5,2,5,2,1,1,5,0,10
160173,10,6,9,9,3,1,1,6,0,2
160177,1,7,3,5,3,1,1,6,0,2
160178,4,2,1,2,3,1,1,1,0,3
160180,3,6,8,6,4,1,1,6,0,7
160181,9,9,9,9,2,1,1,9,0,10
160188,4,2,9,1,6,1,1,2,0,3
160189,10,1,9,1,3,1,1,1,0,5
160193,5,4,9,6,3,1,1,3,0,7
160205,7,5,6,4,2,1,1,5,0,3
160214,5,8,3,8,3,1,1,8,0,5
160215,2,8,7,10,1,1,1,8,0,4
160217,9,1,1,1,4,1,1,1,0,1
160262,5,2,10,1,6,1,2,2,0,8
160263,5,9,7,6,3,1,1,9,0,4
160273,9,1,3,1,2,1,1,1,0,9
160282,1,1,1,1,6,1,1,2,0,1
160295,2,6,2,4,3,1,1,5,0,8
160297,10,5,3,5,3,1,1,5,0,10
160303,3,10,9,10,6,1,1,10,0,1
160305,4,7,6,4,2,1,1,8,0,7
160309,7,2,5,1,5,1,1,2,0,4
160324,3,3,10,6,3,1,1,3,0,3
160338,3,6,2,6,3,1,1,7,0,1
160366,4,2,2,3,3,1,2,3,0,7
160375,9,1,2,2,3,1,1,1,0,2
160381,6,2,10,1,4,1,1,2,0,3
160398,4,6,8,3,3,1,1,5,0,2
160400,8,1,7,2,3,1,1,2,0,7
160406,10,3,1,6,3,1,1,3,0,5
160410,10,7,5,5,3,1,1,7,0,2
160411,9,6,9,9,5,1,1,5,0,1
160418,7,9,10,10,3,1,1,10,0,2
160440,10,7,9,4,6,1,1,8,0,8
160441,2,2,6,2,4,1,1,2,0,5
160450,1,2,2,2,3,1,2,2,0,9
160465,7,2,4,2,3,1,1,5,0,5
160470,1,7,10,5,3,1,1,6,0,7
160471,5,1,2,1,4,1,1,1,0,3
160472,2,8,1,8,3,1,1,8,0,5
160479,3,4,6,4,3,1,1,5,0,7
160490,3,10,6,10,6,1,1,10,0,5
160500,9,4,4,6,1,1,1,4,0,10
160503,8,4,9,4,5,1,1,5,0,10
160504,2,2,5,2,3,1,1,3,0,8
160515,5,10,3,9,6,1,1,10,0,9
160541,2,6,5,7,2,1,1,7,0,9
160545,9,3,2,2,3,1,1,4,0,5
160562,2,9,4,8,5,1,1,9,0,10
160589,3,2,7,2,5,1,1,1,0,5
160594,8,7,3,3,4,1,1,6,0,2
160595,2,8,8,9,3,1,1,8,0,3
160598,4,4,5,4,3,1,1,4,0,10
160601,8,7,9,5,3,1,1,8,0,4
160605,2,7,6,8,3,1,1,7,0,5
160606,4,6,8,9,4,1,1,5,0,5
160607,10,6,9,4,6,1,1,5,0,8
160608,1,1,4,1,4,1,1,1,0,4
160610,3,2,2,1,3,1,1,2,0,1
160614,2,4,8,4,4,1,1,3,0,10
160615,9,2,8,2,3,1,1,2,0,1
160626,3,4,8,6,6,1,1,4,0,3
160634,10,8,10,4,3,1,1,8,0,10
160656,10,7,8,7,6,1,1,7,0,8
160660,10,9,5,7,5,1,1,9,0,8
160666,2,3,6,6,3,1,1,3,0,7
160672,7,1,2,1,5,1,1,2,0,7
160673,8,8,10,7,3,1,1,9,0,5
160674,8,8,7,5,3,1,1,7,0,5
160681,5,1,8,2,3,1,1,1,0,8
160683,2,9,5,8,3,1,1,10,0,2
160694,10,10,7,10,3,1,1,10,0,2
160710,2,2,10,5,1,1,1,2,0,7
160715,5,6,9,8,2,1,1,6,0,10
160719,4,6,4,5,3,1,1,7,0,2
160732,4,9,7,7,1,1,1,10,0,3
160734,10,2,6,4,3,1,1,2,0,2
160737,1,6,3,10,1,1,1,6,0,9
160742,9,7,3,6,3,1,1,7,0,5
160747,3,6,8,9,6,1,1,6,0,2
160749,1,7,4,5,4,1,1,7,0,5
160753,2,2,5,2,3,1,1,2,0,9
160756,5,5,2,2,4,1,1,5,0,5
160757,9,2,1,3,2,1,1,2,0,2
160763,8,7,7,9,6,1,1,6,0,7
160782,5,10,6,10,3,1,1,10,0,1
160789,8,1,6,1,3,1,1,1,0,2
160804,10,9,8,9,3,1,1,9,0,1
160805,4,2,4,5,5,1,1,4,0,8
160813,5,1,8,1,2,1,1,1,0,8
160815,8,9,4,8,5,1,1,9,0,1
160819,3,5,9,6,5,1,1,5,0,3
160820,3,2,8,3,3,1,1,3,0,10
160822,5,4,6,7,2,1,1,4,0,2
160823,5,1,2,2,2,1,1,1,0,8
160837,3,4,6,6,3,1,1,3,0,7
160841,4,2,5,3,6,1,1,2,0,5
160847,5,1,3,2,3,1,1,2,0,3
160861,1,9,5,8,5,1,1,10,0,4
160886,3,9,10,8,5,1,1,9,0,5
160891,3,1,8,1,1,1,1,1,0,7
160897,4,8,9,10,2,1,1,8,0,9
160914,1,10,3,10,6,1,1,10,0,10
160915,2,2,1,5,1,1,1,2,0,8
160929,5,4,3,4,3,1,1,4,0,4
160930,10,4,10,7,5,1,1,4,0,1
160931,10,2,3,4,3,1,1,2,0,5
160935,2,4,5,4,3,1,1,4,0,8
160939,1,9,10,9,4,1,1,9,0,3
160953,9,10,2,10,6,1,2,10,0,7
160954,4,10,5,10,5,1,1,10,0,1
160962,4,6,7,7,2,1,1,5,0,9
160966,8,9,6,9,6,1,1,9,0,3
160982,2,6,8,3,4,1,1,5,0,3
160983,5,9,10,9,3,1,1,10,0,5
160991,5,6,10,6,6,1,1,7,0,1
160998,9,8,4,10,3,1,1,8,0,2
161009,3,8,7,5,1,1,1,7,0,1
161014,3,4,7,5,2,1,1,4,0,7
161017,5,4,1,7,3,1,1,4,0,4
161021,5,3,7,2,6,1,1,4,0,5
161023,7,7,4,5,4,1,1,8,0,5
161027,8,8,6,7,5,1,1,9,0,9
161028,5,4,1,3,3,1,1,4,0,4
161030,1,5,1,7,1,1,1,5,0,3
161031,8,2,5,4,6,1,1,4,0,1
161033,4,10,3,9,4,1,1,10,0,2
161050,2,10,7,8,5,1,1,9,0,5
161053,5,9,9,10,3,1,1,10,0,4
161054,5,2,5,3,3,1,1,2,0,3
161055,4,10,8,10,3,1,1,10,0,7
161059,5,2,8,2,3,1,1,3,0,5
161061,5,2,5,4,4,1,1,3,0,7
161065,1,6,5,6,6,1,1,6,0,2
161069,9,8,4,7,3,1,1,8,0,2
161072,8,7,6,5,2,1,1,6,0,7
161073,8,6,7,6,6,1,1,5,0,3
161080,5,4,4,5,3,1,1,3,0,8
161083,3,7,3,4,2,1,1,6,0,2
161104,8,3,6,6,5,1,1,3,0,9
161111,1,6,6,6,3,1,1,7,0,10
161139,9,6,2,7,4,1,1,8,0,10
161149,5,7,9,7,3,1,1,6,0,5
161158,1,2,7,2,4,1,1,5,0,2
161171,6,8,6,8,3,1,2,9,0,3
161175,7,8,1,10,2,1,1,9,0,2
161201,2,2,2,2,3,1,1,3,0,5
161202,9,5,1,5,1,1,1,6,0,8
161205,3,8,9,9,3,1,1,8,0,5
161228,5,2,6,1,5,1,1,2,0,7
161233,3,6,8,2,3,1,1,5,0,1
161234,7,9,1,10,3,1,1,10,0,1
161237,4,8,5,4,4,1,1,8,0,3
161238,10,8,5,7,3,1,1,8,0,5
161250,4,9,1,9,1,1,1,9,0,9
161251,2,2,6,2,2,1,1,4,0,9
161253,8,4,9,8,3,1,1,4,0,7
161254,8,4,8,3,4,1,1,4,0,5
161283,7,8,2,10,4,1,1,7,0,7
161291,3,6,8,6,3,1,1,7,0,4
161297,5,7,5,10,3,1,1,6,0,1
161300,5,8,9,7,5,1,1,8,0,9
161314,4,2,4,5,1,1,1,4,0,8
161315,4,7,10,8,3,1,1,7,0,10
161336,5,3,7,6,4,1,1,3,0,9
161341,2,8,7,10,3,1,1,8,0,10
161343,1,3,5,2,3,1,1,3,0,7
161351,2,5,2,6,3,1,1,4,0,3
161352,5,6,4,7,5,1,1,5,0,2
161353,4,7,2,6,4,1,1,7,0,3
161361,2,4,7,2,2,1,1,3,0,3
161366,3,1,2,1,6,1,1,1,0,1
161368,5,1,2,1,3,1,1,1,0,9
161378,4,2,7,4,4,1,1,3,0,4
161379,1,4,2,6,2,1,1,3,0,5
161380,5,8,9,4,6,1,1,8,0,5
161398,1,4,2,3,1,1,1,4,0,5
161408,9,10,10,9,5,1,1,10,0,1
161432,8,8,9,8,3,1,1,9,0,2
161439,2,6,4,10,3,1,1,6,0,8
161461,6,8,5,7,5,1,1,8,0,5
161467,1,10,1,10,6,1,1,10,0,5
161468,10,2,2,6,2,1,1,2,0,10
161471,4,8,4,5,3,1,1,8,0,1
161477,8,1,5,1,3,1,1,2,0,5
161503,10,5,7,5,3,1,1,6,0,1
161514,10,10,10,8,3,1,1,10,0,5
161524,5,8,1,10,6,1,1,9,0,9
161527,8,9,9,9,1,1,1,10,0,2
161528,9,8,8,9,5,1,1,8,0,3
161531,1,6,9,7,3,1,1,8,0,7
161536,5,4,7,2,4,1,1,3,0,4
161537,3,6,9,6,3,1,1,5,0,9
161548,3,1,6,2,4,1,1,1,0,7
161558,10,10,3,7,3,1,1,9,0,5
161572,3,2,10,5,3,1,1,3,0,5
161586,10,10,5,10,3,1,1,10,0,3
161605,3,2,9,2,2,1,1,2,0,9
161606,4,9,7,10,3,1,1,10,0,8
161607,1,6,5,9,4,1,1,6,0,8
161618,5,7,4,6,3,1,1,7,0,5
161640,1,10,7,8,6,1,1,10,0,2
161658,8,8,3,7,6,1,1,9,0,5
161660,10,2,3,2,3,1,1,2,0,5
161661,5,8,3,10,3,1,1,7,0,9
161662,5,5,1,8,3,1,1,4,0,10
161677,3,5,6,7,3,1,1,5,0,8
161681,9,6,6,9,3,1,1,7,0,8
161682,3,2,7,5,4,1,1,2,0,10
161683,9,1,2,1,3,1,1,1,0,5
161685,5,8,7,5,6,1,1,8,0,10
161686,7,9,7,7,5,1,1,9,0,4
161687,8,6,5,6,6,1,1,8,0,2
161691,6,7,5,3,6,1,1,6,0,5
161701,7,2,1,4,3,1,1,3,0,5
161707,2,1,4,1,5,1,1,1,0,5
161709,4,9,9,9,3,1,1,10,0,10
161710,4,10,3,10,3,1,1,10,0,1
161711,10,6,6,5,3,1,1,5,0,2
161714,1,2,8,4,3,1,1,3,0,5
161742,4,1,4,1,1,1,1,1,0,9
161751,8,9,8,9,3,1,1,10,0,1
161764,2,5,2,7,6,1,1,5,0,7
161771,5,8,1,9,5,1,1,8,0,5
161781,8,5,1,9,4,1,1,5,0,4
161782,4,2,3,2,3,1,1,2,0,5
161800,9,8,10,8,5,1,1,9,0,7
161810,8,4,2,3,3,1,1,5,0,2
161812,10,7,2,8,3,1,1,6,0,8
161813,5,9,10,10,3,1,1,9,0,7
161816,10,7,9,6,3,1,1,6,0,5
161838,5,9,3,9,6,1,1,9,0,9
161841,5,1,5,3,3,1,1,1,0,3
161845,5,10,4,10,4,1,1,10,0,9
161871,8,10,2,8,3,1,1,10,0,2
161877,1,2,2,6,3,1,1,3,0,10
161882,4,10,3,10,6,1,1,10,0,2
161885,8,4,2,2,3,1,1,4,0,8
161886,7,9,4,9,3,1,1,9,0,5
161895,4,2,2,2,3,1,1,3,0,5
161897,5,2,1,1,3,1,1,2,0,9
161914,8,5,5,4,1,1,1,5,0,10
161921,2,8,8,5,1,1,1,8,0,2
161922,9,6,3,3,4,1,1,5,0,4
161927,1,8,4,6,1,1,1,9,0,1
161946,8,7,10,7,5,1,1,7,0,4
161952,9,4,4,6,2,1,1,3,0,2
161954,5,7,5,8,1,1,1,7,0,7
161955,4,2,8,3,2,1,1,3,0,10
161961,2,7,4,9,4,1,1,7,0,10
161977,3,4,1,2,3,1,1,3,0,1
161980,5,6,7,9,3,1,1,5,0,3
161989,1,2,6,2,6,1,1,2,0,9
161993,2,5,6,7,3,1,1,6,0,7
162002,3,8,7,7,3,1,1,9,0,1
162011,5,9,5,8,1,1,1,8,0,2
162012,8,9,8,9,6,1,1,9,0,2
162015,10,5,6,3,4,1,1,6,0,1
162016,10,7,8,9,3,1,1,7,0,1
162019,3,8,7,10,3,1,1,8,0,1
162021,3,2,3,1,3,1,2,2,0,7
162022,8,3,3,7,1,1,1,3,0,10
162023,5,4,7,4,3,1,1,4,0,5
162025,10,4,2,3,3,1,1,5,0,2
162028,9,4,10,3,6,1,1,5,0,5
162029,5,9,7,9,2,1,1,8,0,2
162030,7,8,9,9,5,1,1,7,0,9
162031,3,5,1,7,1,1,1,5,0,4
162033,3,7,4,7,4,1,1,8,0,2
162037,8,10,10,10,6,1,1,10,0,5
162044,4,8,4,8,2,1,1,8,0,7
162071,4,8,2,7,3,1,1,8,0,3
162093,3,10,8,8,3,1,1,10,0,4
162094,2,9,5,9,5,1,1,9,0,3
162100,7,8,9,4,6,1,1,8,0,9
162102,5,5,4,5,3,1,1,6,0,10
162105,8,6,7,7,3,1,1,8,0,3
162109,2,2,4,2,1,1,1,3,0,7
162116,5,9,5,10,3,1,1,10,0,10
162117,10,4,4,7,3,1,1,4,0,1
162118,4,5,1,4,3,1,1,4,0,9
162120,4,8,2,9,3,1,1,8,0,8
162125,5,7,9,8,6,1,1,6,0,3
162128,2,2,1,3,2,1,1,3,0,7
162131,1,8,5,7,3,1,1,8,0,3
162133,7,10,6,8,3,1,2,10,0,7
162135,7,6,4,4,2,1,1,7,0,5
162156,8,8,6,10,6,1,1,8,0,5
162157,2,4,5,4,2,1,1,4,0,4
162165,2,1,6,1,1,1,1,1,0,9
162166,3,2,10,1,5,1,1,2,0,8
162170,1,1,9,1,2,1,1,1,0,7
162201,10,9,3,9,3,1,1,10,0,1
162202,7,7,4,6,3,1,1,7,0,8
162206,8,3,8,6,6,1,1,3,0,1
162211,9,1,2,2,3,1,1,2,0,9
162227,4,8,9,10,3,1,1,9,0,1
162232,2,10,9,10,5,1,1,10,0,1
162235,1,1,8,1,3,1,1,1,0,8
162237,5,6,3,8,3,1,1,6,0,8
162248,5,9,5,6,3,1,1,9,0,4
162261,2,8,8,7,3,1,1,9,0,1
162262,10,9,5,9,2,1,1,8,0,2
162280,3,2,7,5,3,1,1,2,0,3
162282,3,10,10,10,5,1,1,10,0,3
162284,2,5,6,5,5,1,1,7,0,2
162287,1,4,5,4,3,1,1,4,0,1
162305,7,10,4,9,5,1,1,10,0,3
162308,3,6,8,6,5,1,1,7,0,9
162309,4,1,5,1,2,1,2,1,0,8
162312,1,8,9,9,6,1,1,9,0,1
162313,10,10,9,10,6,1,1,10,0,2
162316,9,5,5,4,3,1,1,5,0,5
162324,9,6,3,4,3,1,1,5,0,9
162325,3,6,10,5,2,1,1,7,0,5
162333,8,1,10,1,2,1,1,2,0,8
162334,5,8,9,8,3,1,1,9,0,5
162337,10,4,7,3,3,1,1,4,0,9
162340,5,4,3,5,3,1,1,4,0,1
162344,3,1,1,1,3,1,1,1,0,8
162347,10,8,4,6,3,1,1,9,0,8
162350,8,1,1,1,3,1,1,1,0,3
162351,3,8,4,8,1,1,1,8,0,9
162365,5,2,2,3,6,1,1,2,0,10
162368,6,7,9,5,3,1,1,6,0,9
162379,3,5,4,7,3,1,1,5,0,9
162383,9,6,8,8,3,1,1,7,0,4
162392,9,3,2,7,1,1,1,3,0,8
162393,6,9,1,9,3,1,1,9,0,2
162397,9,5,6,4,1,1,1,5,0,10
162398,4,8,3,7,1,1,1,7,0,4
162406,1,1,2,1,5,1,1,1,0,10
162410,4,6,7,6,3,1,1,5,0,8
162418,10,8,10,7,3,1,1,9,0,5
162420,5,5,6,6,3,1,1,5,0,5
162424,1,6,5,7,6,1,1,6,0,3
162425,9,8,5,5,3,1,1,9,0,3
162438,4,2,4,3,2,1,1,2,0,4
162442,3,7,10,2,6,1,1,6,0,5
162462,5,8,8,6,6,1,1,8,0,5
162476,4,2,10,1,5,1,1,2,0,5
162477,2,1,5,1,6,1,1,1,0,1
162480,8,3,3,4,4,1,1,3,0,7
162491,9,6,7,5,3,1,1,7,0,7
162493,4,7,3,9,3,1,1,7,0,1
162503,8,8,8,9,3,1,1,8,0,7
162504,9,6,6,8,3,1,1,6,0,5
162513,10,7,5,5,1,1,1,7,0,9
162516,1,2,1,2,5,1,1,1,0,9
162517,7,10,9,9,3,1,1,10,0,5
162522,2,7,7,9,2,1,1,6,0,3
162523,4,4,5,6,3,1,1,4,0,4
162542,1,6,10,3,3,1,1,7,0,1
162584,1,8,2,9,3,1,1,8,0,9
162586,9,8,3,7,4,1,1,9,0,2
162589,4,1,5,1,3,1,1,1,0,5
162594,5,9,1,6,5,1,1,9,0,7
162616,8,3,7,3,3,1,1,3,0,2
162630,5,2,2,4,3,1,1,3,0,5
162637,7,5,8,7,1,1,1,5,0,4
162652,1,7,10,6,6,1,1,8,0,1
162659,5,6,4,7,1,1,1,8,0,10
162668,5,8,10,8,6,1,1,8,0,2
162674,9,6,6,6,3,1,1,5,0,7
162680,4,6,8,6,4,1,1,7,0,10
162685,1,6,2,5,3,1,1,8,0,9
162689,5,8,3,9,3,1,1,8,0,10
162711,3,9,5,7,5,1,1,9,0,5
162714,7,5,8,7,6,1,1,5,0,1
162732,5,1,10,1,3,1,1,1,0,5
162741,9,4,2,1,6,1,1,3,0,5
162758,4,6,5,5,2,1,1,7,0,9
162759,7,10,1,10,6,1,1,10,0,7
162775,2,6,2,8,2,1,1,5,0,3
162776,8,4,10,6,2,1,1,5,0,10
162777,10,1,8,1,3,1,1,1,0,5
162782,8,9,5,7,3,1,1,9,0,4
162786,7,7,9,4,6,1,1,8,0,2
162794,5,9,5,10,3,1,1,10,0,8
162799,9,9,10,10,3,1,1,9,0,4
162801,2,5,3,3,3,1,1,5,0,2
162802,5,1,2,1,3,1,1,1,0,5
162807,3,4,5,7,3,1,1,3,0,4
162820,3,7,7,6,2,1,1,6,0,4
